Nombre de pasarela;SN de pasarela;Dirección IP de pasarela;Dirección MAC de pasarela;Nombre del dispositivo;ID local de dispositivo;ID de tipo de dispositivo;Nombre de tipo de dispositivo;Intervalo de registro;Intervalos de históricos
EGX300;53101677;192.16.1.222;00:80:67:85:DF:B0;MARTUTENE PM 9 SOLAR;6;14;PM5100/PM5300;15;0

;;;ID de tema1;ID de tema2;ID de tema3;ID de tema4
;;;64149;64153;1042;1046

Error;Desviación de UTC (minutos);Indicador de hora local;Energía entregada (kWh);Energía entregada (kVARh);Potencia activa total (kW);Potencia reactiva total (kVAR)
0;60;2019-01-17 11:15:00;52262,293;6297,786;10,981;,634
0;60;2019-01-17 11:30:00;52264,201;6297,962;3,572;,596
0;60;2019-01-17 11:45:00;52266,760;6298,105;10,474;,518
0;60;2019-01-17 12:00:00;52268,656;6298,270;11,397;,625
